tmdb_id,title,original_title,overview,tagline,release_date,release_year,release_month,original_language,spoken_languages,genres,runtime_minutes,popularity,vote_average,vote_count,adult,cast,director,production_countries,collection_name,retrieval_month
112136,Buzzkill,Buzzkill,"Failed writer Ray Wyatt is ready to take his own life when a notorious serial murderer steals his latest movie script and begins publicizing it. Revived by the sudden deluge of celebrity, Ray starts tracking the killer to recover the manuscript.",,2012-01-20,2012,1,en,en,Comedy,90,2.5566,3.0,10,False,"Daniel Raymont,Krysten Ritter,Darrell Hammond,Reiko Aylesworth,Mike Starr",Steven Kampmann,US,,2012-01-01
1295881,Keller,Keller,"In Keller, on his way to the underground garage Dominik Belko gets lost in a maze-like basement where he is pounced on by sex-starved security guard Lucio Saints. Lucio gets his beefy ass rimmed by Dominik and then rams his rod deep into Dominik's throat and asshole. Dominik's cock quivers with lust until he shoots his load in a wide arc.",,2012-01-01,2012,1,en,en,,82,4.178,0.0,0,True,"Brodie,Dominik Belko,Felix Barca,Jordan Fox,Kennedy Carter",Jörg Andreas,DE,,2012-01-01
1263628,Nuclear Aftershocks,Nuclear Aftershocks,"It’s been almost a year since a devastating earthquake and tsunami crippled Japan’s Fukushima Daiichi nuclear complex, leaving the country’s once popular energy program in shambles. In response, Germany decided to abandon nuclear energy entirely. Should the U.S. follow suit? FRONTLINE correspondent Miles O’Brien examines the implications of the Fukushima accident for U.S. nuclear safety, and asks how this disaster will affect the future of nuclear energy around the world. In particular, he visits one emerging battleground: The controversial relicensing of the Indian Point nuclear plant, located only 38 miles from Manhattan. What lessons can be learned from the disaster in Japan?",,2012-01-17,2012,1,en,,Documentary,54,1.9847,10.0,1,False,,Jon Palfreman,US,,2012-01-01
696335,The Fool,The Fool,"Officer Thurmon Bell calls in a fake 911 report so that his ex-girlfriend (also a police officer) will show up, and he can win her back. Armed with flowers and a romantic song, he awaits her arrival eagerly. However, two male officers show up instead, and his plan soon falls to pieces; Thurmon must deal with the consequences of his love.",,2012-01-01,2012,1,en,,,10,3.5733,0.0,0,False,"Marcin Paluch,Peter R. Thewes,Matthew Watson,Liz Williamson",Alex Fofonoff,,,2012-01-01
455699,Malice: Origin,Malice: Origin,"MALICE concerns the Turner family's supernatural adventures in their late Grandma's home. It's up to teens Alice and Abbey to solve mysteries and survive dangers emanating from the old home. And when people start disappearing, Alice--the sixteen year-old with an active imagination--must go down the ""rabbit hole"" and rescue them all.","At the Turner house, the norm isn't the norm.",2012-01-12,2012,1,en,en,,70,2.0154,6.7,3,False,"Mark Hyde,Brittany Martz,Leanna Chamish,Brian St. August,Christian Gehring",Philip J. Cook,,Malice Collection,2012-01-01
165398,Hinsehäxan,Hinsehäxan,"About Lillemor Östlin in the 60s and 70s. Her downfall from the glamorous Stockholm nightlife to drug addiction, crime and prostitution.",,2012-01-09,2012,1,sv,sv,Drama,180,2.9565,7.0,1,False,"Vera Vitali,Göran Ragnerstam,Olga Niemandius,Vera Niemandius,Erik Johansson",Molly Hartleb,SE,,2012-01-01
740887,Pyramid,Pyramidi,"Young man loses his job as a recruiter at the network marketing hoax. Being forced to leave his employers quarters he ends up in the streets and bumps into a young girl, an outcast who has recently lost her mother. He moves in her shabby flat – just to get through the worst, with no romantic intentions. A fatal mistake, involving a middle-class suburbia, a time bank system and a battered couple change plans.",,2012-01-01,2012,1,fi,fi,Drama,30,2.5725,5.0,1,False,"Martti Kaartinen,Sinna Virtanen,Heikki Nyyssönen",Mikko Myllylahti,FI,,2012-01-01
377880,100% Love,100% Love,"Rahul, who hails from a middle-class family, comes across Anuradha, immediately falls in love with her and travels to Australia. However, his father dies and he soon learns that she is getting married to his friend.",,2012-01-20,2012,1,bn,bn,"Family,Romance,Drama,Comedy",166,3.4951,5.286,7,False,"Jeet,Koel Mallick,Supriyo Dutta,Biswajit Chakraborty,Biswanath Basu",Ravi Kinagi,IN,,2012-01-01
180759,Nice Guy,Nice Guy,"An unemployed stay at home dad begins venturing out at night. Befriended by a group of petty criminals and strippers, he begins to feel alive. But when he is implicated in a murder, he finds himself indebted to a psychotic gangster and is drawn into a world of violence that threatens his life and his family's safety.",,2012-01-06,2012,1,en,,"Drama,Crime",89,2.2809,0.0,0,False,"Cavan Clerkin,Abigail Blackmore,Kiko-Ray Clerkin,Doug Allen,Martin Askew",Pascal Bergamin,GB,,2012-01-01
554523,Broken Glass,Broken Glass,A young boy being bullied at school and with an abusive father at home encounters a mysterious creature when playing alone in the woods that will soon change his life forever.,Help comes in the most unlikely of forms,2012-01-01,2012,1,en,en,"Drama,Fantasy",18,2.9903,0.0,0,False,"Rachel Roberts,Rhys Jennings,Fiona Sutherland,Nick Blake",Chaz Harris,NZ,,2012-01-01
95775,Clip,Klip,"Jasna, a beautiful teenager, leads a crude life in post-war Serbia. She goes on a spree of sex, drugs and partying until she finds love and tenderness in a harsh environment.",,2012-01-27,2012,1,sr,sr,Drama,100,4.1847,5.339,124,False,"Isidora Simijonović,Vukašin Jasnić,Sanja Mikitišin,Jovo Maksić,Monja Savić",Maja Miloš,RS,,2012-01-01
696351,The Wheels,The Wheels,"The Wheels is a portrait of the relationship between an alcoholic father, John, and his seventeen year-old son, Harry.",,2012-01-01,2012,1,en,,Drama,11,2.6374,0.0,0,False,"Tom Corbisiero,Dan Hasse",Jack Kyser,US,,2012-01-01
104997,Rat King,Rat King,"18 year old Juri is seriously addicted to online gaming, so much so he becomes isolated from his single mother and pushes his girlfriend to the brink of leaving him. He decides to quit, but is soon lured back by one of his net-mates, Niki, who - when they meet for the first time - turns out to look strikingly like Juri. Niki has a web-address tattooed on his arm and when Juri types it into his computer, he gets drawn into a curious game that grants him the username RAT KING. As the game becomes increasingly dangerous, Niki vows to help Juri get through it. But the game triggers a series of life-threatening events and pretty soon Juri realizes that he is gaming for his life.",Would you put your life on the line?,2012-01-20,2012,1,fi,fi,Thriller,94,3.1054,5.059,17,False,"Max Ovaska,Outi Mäenpää,Janne Virtanen,Julius Lavonen,Niina Koponen",Petri Kotwica,"FI,EE",,2012-01-01
423975,Dignity,Dignity,Agents Mr. Rainbow and Mr. Lamb are sent to an alien planet fighting a civil war. Their mission to destroy a perpetual motion machine is interrupted by their capture. While their interrogations proceed the two men struggle to come to terms with their suffering and pending death.,,2012-01-01,2012,1,en,,,80,1.6849,0.0,0,False,"David Zellner,Nathan Zellner,Jim Eastburn,David Watson,Sarah Brooks",James Fotopoulos,,,2012-01-01
128552,Runaway Slave,Runaway Slave,"A perpetual state of welfare exists in the U.S., creating a form of modern slavery for a large percentage of African-Americans. Rev. C.L. Bryant presents an insightful and compelling look at how freedom can be restored.",,2012-01-13,2012,1,en,,Documentary,108,3.4878,4.5,2,False,"Andrew Breitbart,Herman Cain,Thomas Sowell,Jesse Lee Petterson,Glenn Beck",Pritchett Cotten,,,2012-01-01
77866,Contraband,Contraband,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",What would you hide to protect your family?,2012-01-12,2012,1,en,en,"Thriller,Action,Drama,Crime",109,7.6023,6.335,2150,False,"Mark Wahlberg,Kate Beckinsale,Ben Foster,Giovanni Ribisi,Lukas Haas",Baltasar Kormákur,"IS,GB,US",,2012-01-01
258090,Julian,Julian,"In school, 9-year old Julian gets into trouble for squealing a bully and therefore disturbing class.",,2012-01-09,2012,1,en,en,Comedy,14,2.6451,6.8,9,False,"Ed Oxenbould,Leon Ford,Morgan Davies,Joseph Famularo,Will Cottle",Matthew Moore,AU,,2012-01-01
122930,Breathless,Breathless,"Lorna is a strong-willed Texas woman who’s had enough of her untrustworthy husband, Dale’s, criminal acts and lack of husbandry. Fed up, she enlists the help of her old friend, Tiny, to help her figure out what to do with Dale after his latest double-cross involving the theft of $100,000 from a bank.",Even a good woman has her breaking point.,2012-01-04,2012,1,en,en,"Comedy,Thriller,Mystery,Crime",91,3.3439,5.868,53,False,"Gina Gershon,Kelli Giddish,Val Kilmer,Ray Liotta,Wayne Duvall",Jesse Baget,US,,2012-01-01
1435698,The Unprofessional,The Unprofessional,"Hilary Pfeiffer-Dunne, a high-powered executive who, having dominated the corporate America for years, now faces the biggest challenge of her life when she finds herself unemployed and acting as a full-time mom to her two teenagers.",,2012-01-01,2012,1,en,en,Comedy,30,2.976,0.0,0,False,"Sabrina Carpenter,Mary McCormack,Greg Germann,Zachary Gordon,Tim Bagley",Craig Zisk,US,,2012-01-01
282675,American Lawless,American Lawless,"The year is 2112. The United States is a divided country recovering from the results of a second civil war. The law is broken. States have reverted back to individual territories. Yet all this is but a mere backdrop. Our story focuses on Luke, the former leader of a gang of ruthless marauders known as the American Lawless. After an epiphany, Luke decides to turn legit and betrays his men by turning them over to the authorities. But vengeance comes swiftly when the gang escapes and comes looking for Luke and his wife, Rose. Will Luke be able to save Rose from the wrath of the American Lawless? Or will she be the price he pays?",The year is 2112. Welcome to the Divided States of America.,2012-01-01,2012,1,en,en,"Drama,Western,Crime",28,1.7774,5.75,6,False,"Shawn Parr,Roberto Lombardi,Kasey Williams,Hector De La Rosa,Nick Grock",Chris R. Notarile,US,,2012-01-01
140853,Cyber Seduction,Cyber Seduction,A woman discover her husband is having an online affair and that his internet lover is dangerously obsessed with him.,,2012-01-01,2012,1,en,en,"TV Movie,Action,Drama,Mystery",90,2.2496,5.0,5,False,"Christina Cox,Marc Menard,Quinn Lord,Ali Liebert,Christos Shaw",George Erschbamer,CA,,2012-01-01
499766,Mama Cake,Mama Cake,"Three best friends are in an adventure to buy the steamed brownies ""Mama Cake"" for one of their friend's dying grandmother. But every time after they already bought it, there must be a bad accident happening to them.",LITTLE BIG BITE FOR A BIGGER SOUL!,2012-01-20,2012,1,id,id,"Comedy,Drama",137,3.9829,0.0,0,False,"Ananda Omesh,Boy William,Arie Dagienkz,Fajar Umbara,Dinda Kanyadewi",Anggy Umbara,ID,,2012-01-01
306743,Monument Film,Monument Film,Arnulf Rainer—every which way but loose.,,2012-01-01,2012,1,xx,xx,Animation,26,4.0772,10.0,1,False,,Peter Kubelka,AT,,2012-01-01
72767,Battleground,Battleground,"The war in Vietnam is announced to finish. American troops are withdrawn and the relief of peace echoes through the air. However, as the calm after the storm spreads a sigh of relief, there is something unsettling amidst the forests of North Michigan. A disturbed war veteran remains, but he lives for one reason only - to kill. What would happen if six ruthless men stumbled across him in the eerie deserted forest, after their mass bank-robbery leaves them running from the law with three million dollars? Would they be better off facing the cells of prison or can they escape from the murderer out to get them…?",The Ambush Begins,2012-01-01,2012,1,en,"en,ru","Drama,Action,Thriller",95,2.6909,4.8,32,False,"Hugh Lambe,Bryan Larkin,Bob Cymbalski,Robert Nolan,Damon E. White",Neil Mackay,CA,,2012-01-01
1202239,Cracker Barrel,Cracker Barrel,"Dealing with trust issues triggered by a drug addiction, John must deal with the aftermath of his own actions.",Can't trust nobody.,2012-01-01,2012,1,en,en,"Comedy,Drama",14,2.0442,0.0,0,False,"Lawrence Barry,Melanie Caines,Donnie Coady,Sid Collins,Mike Daly",Roger Maunder,CA,,2012-01-01
1204809,Teeth,Teeth,"A man's search for his wife leads him on a strange and unsettling journey. A story of lost love and parallel lives, of those that have disappeared and the ones who must find them.",,2012-01-01,2012,1,en,en,Drama,16,1.7605,0.0,0,False,"Noma Dumezweni,Polly Eachus,Samuel Oatley,Javone Prince",Robert Ford,,,2012-01-01
253010,Malevolence,Malevolence,A detective arrives at the scene of a grisly murder to find a mysterious young boy who may know more than he is letting on.,,2012-01-29,2012,1,en,en,Horror,12,1.7815,2.0,1,False,"David Matthew-Garcia,Mitchell Rad,Jillian Eichler,Joe Farris",Aaron B. Koontz,,,2012-01-01
723538,Photographic,Photographic,"A very dark, very serious tale of the sometimes seedy and very dangerous LA acting, modeling world, and what can happen when you push a person too far.",you won't believe your eyes,2012-01-25,2012,1,en,en,Horror,81,1.6885,4.0,1,False,"Jill Evyn,Marissa Merrill,Rydell Danzie,Nat Dixon,Hannah Townsend",Timothy Whitfield,US,,2012-01-01
86101,The Sleeper,The Sleeper,"It's 1981 and the girls of Alpha Gamma Theta sorority are having a party. As the new pledges arrive, so does an uninvited guest. Little do the sisters know someone is watching them in the shadows. As the girls shower, study, eat and sleep the stalker studies the girls. One by one he finds the girls at their most vulnerable and murders them. The police hunt for the missing girls and their killer, but will they find them in time? Or will the girls be forced to fight for their lives..",If I Die Before I Wake...,2012-01-31,2012,1,en,en,"Horror,Comedy,Thriller",90,2.2803,2.879,33,False,"Brittany Belland,Ray Goodwin,Jason Jay Crabtree,Elizabeth Lane,Jenna Fournier",Justin Russell,US,,2012-01-01
84057,Süskind,Süskind,"In Nazi-occupied Amsterdam, Walter Süskind is a member of the Dutch Jewish Council who rescues hundreds of children from the concentration camps.",,2012-01-19,2012,1,nl,"de,nl","Drama,War",117,4.1007,6.935,47,False,"Jeroen Spitzenberger,Karl Markovics,Nyncke Beekhuyzen,Katja Herbers,Golda de Leon",Rudolf van den Berg,"BE,NL",,2012-01-01
1054811,Penumbra,Penumbra,"Luna decides not to commit suicide. Too drunk, meets Angel; they decide to flee together to a house in the forest that they saw on a postcard. What do they don't know is what will it cost them to get there.",,2012-01-01,2012,1,es,es,Drama,22,2.8294,2.667,3,False,"Alexis de Anda,Tenoch Huerta Mejía,Eduardo Tanús,Iktar Antares",Arlo Catana,MX,,2012-01-01
718432,Las Zetas,Las Zetas,"Chief Z is the leader of a small group of criminals made up of three pretty girls and a charismatic gay boy, it is because they are very efficient in their work that Charis, a local command officer is in search his whereabouts and he will not rest until he succeeds in arresting them.",,2012-01-01,2012,1,es,es,Comedy,93,2.2966,5.063,16,False,"Carlos Bonavides,José Magaña,Pablo Cheng,Yesenia Spezzia,Jenny Chagolla",Carlos Samperio,MX,,2012-01-01
575076,Agent Provocateur,Agent Provocateur,"After her adopted father is assassinated, 6 year old Alex is abducted and placed into the hands of Montgomery Lomax, an elite martial arts skills trainer and mentor for a private intelligence company. Over the next 18 years, she is taught how to kill but before being placed into the field, Lomax dies.  Alex hits the streets, socially naive but with exceptional physical capabilities. The Intel organization decides to cut its losses and dispatches assets to terminate Alex. She harshly deals with them forcing the company to reassess.  Elite instructor Lester Casey tricks Alex into surrendering herself and through a series of brutal retraining methods, breaks her down making her compliant, but the spark of moral right that Lomax lit in her as a young girl, still flickers.  After a conspiracy of betrayal, Alex goes after those who hurt her culminating in a series of lethal battles that push her skills to the limit.",,2012-01-01,2012,1,en,,"Action,Drama",95,4.7037,6.0,3,False,"Naomi Karpati,Mirko Grillini,Ab Vegvary,Chris Matheson,Nick Pendragon",James Richards,,,2012-01-01
126565,Freedom Force,Los Ilusionautas,There is a plot under way to change the course of history. Four kids are chosen to be the Freedom Force—a gang of unlikely heroes who travel through time to change the outcome of sacred stories.,"A film with a little science, and a whole lot of fiction.",2012-01-26,2012,1,es,es,"Animation,Adventure,Family",82,3.2461,3.9,24,False,"Bruno Ascenzo,Julio Morín,Emilio Treviño,Mildred Barrera,Moisés Iván Mora",Eduardo Schuldt,PE,,2012-01-01
1357926,FRATELLI MINORI,FRATELLI MINORI,,,2012-01-09,2012,1,it,it,"History,Drama",0,3.342,10.0,1,False,"Alessio Vassallo,Mauro Conte,Michele Botrugno,Paolo Sassanelli,Giuseppe Milazzo Andreani",Carmen Giardina,,,2012-01-01
84070,Zenne Dancer,Zenne,"German photographer Daniel Bert, who comes to Istanbul to do photo shoots, meets Can, who is a zenne at a nightclub, and Ahmet, who comes from a conservative eastern family.",Honesty may kill you.,2012-01-13,2012,1,tr,"de,en,tr",Drama,107,1.932,5.9,30,False,"Kerem Can,Erkan Avcı,Giovanni Arvaneh,Rüçhan Çalışkur,Tilbe Saran",Caner Alper,TR,,2012-01-01
277609,Maybe Tomorrow,Maybe Tomorrow,"When faced with a lengthy prison sentence, Russ Mahler - a career criminal armed with a destructive secret - blackmails the only man that can get him off the hook, Manhattan District Attorney Graham Seifert. An ambitious politician on the rise, Graham's life is upended when Senator Monty Clemens asks him to join his ticket to become the next Governor of New York. Clemens, a corrupt politican, is currently being investigated by the D.A.'s office for a multi-million dollar embezzling scheme.",,2012-01-01,2012,1,en,,Drama,93,2.0031,8.0,1,False,"Dominik Tiefenthaler,Michael Wolfe,Paul Lange,Christopher Shyer,Carolina Ravassa",Michael Wolfe,,,2012-01-01
724586,Turbo,Turbo,"As Asger peers through the rear window of his car, he cannot remember why his heart is pounding. Why there is blood pouring from his forehead? Why is his side mirror broken? And whose is that mobile on the passenger seat?",,2012-01-01,2012,1,da,,"Crime,Drama,Thriller",31,2.0134,4.0,4,False,"Elliott Crosset Hove,Nanna Skaarup Voss,Amalie Lindegård,Patricia Schumann,Petrine Agger",Andreas Thaulow,DK,,2012-01-01
82028,Black Out,Black Out,"After ruthless gangsters wrongfully accuse him of stealing from them, a retired criminal has 24 hours to creep back into his past life and retrieve a bag of coke before his fiancée is killed.",,2012-01-25,2012,1,nl,nl,"Crime,Action,Comedy",87,3.248,5.8,40,False,"Raymond Thiry,Kim van Kooten,Bas Keijzer,Renée Fokker,Edmond Classen",Arne Toonen,NL,,2012-01-01
388732,ZK3,ZK3,"A respected journalist manages to obtain an interview with a reclusive author. But as the interview progresses, the reality between the writer's latest novel and the world around her begin to blur.",,2012-01-20,2012,1,en,en,"Horror,Mystery",76,1.8357,5.0,1,False,"Phil Lyndon,Judith Holding,Sam Khaleq,June Bunday,Warren May",Michael J. Murphy,GB,,2012-01-01
542844,Carroña,Carroña,,,2012-01-01,2012,1,es,,,0,1.7304,0.0,0,False,"Almudena Gallego,Daniel Pérez Prada,Javier Botet,David Pareja",Javier Botet,,,2012-01-01
1279199,Max Ages,Max Ages,"Remember the day you built a machine to make yourself grow up? Remember taking up coffee and losing interest in dinosaurs? If so, this anti-coming of age short film is about you. 'Max Ages' is about the unstoppable locomotive of age and the nostalgia of a more immature outlook on life--with homemade machines, dinosaur footprints, and pen doodle tattoos.",,2012-01-01,2012,1,en,en,Drama,11,1.943,0.0,0,False,,Bobb Barito,US,,2012-01-01
273027,Blood Ties,Blood Ties,Ex Government Operative Jack Davis pulls out all stops in a life-and-death race to save his kidnapped brother which takes him from the shadow of the Washington Monument to the exotic streets on Bangkok.,,2012-01-01,2012,1,en,,,94,2.9446,0.0,0,False,"Kely McClung,Robert Pralgo,Erik Markus Schuetz,Vince Canlas,Karla Droege",Kely McClung,,,2012-01-01
448130,Vampire Stories : Chasers,ヴァンパイア・ストーリーズ CHASERS,Companion movie to Vampire Stories: Brothers.,,2012-01-13,2012,1,ja,ja,"Fantasy,Drama,Mystery",72,1.7505,0.0,0,False,"Toru Baba,Reina Tanaka,Tetsuya Makita,Takashi Okado,Yanagishita Tomo",Hikaru Goto,JP,,2012-01-01
477317,The Little Ghost,Duhec,A Slovenian narrative film made out of the eponymous children's show.,,2012-01-01,2012,1,sl,sl,"Family,Fantasy",110,3.113,0.0,0,False,"Petra Štibelj,Vladimir Jurc,Katarina Čas,Inti Šraj,Nežka Kuzmin",Jure Pervanje,SI,,2012-01-01
639624,Waffle Hut,Waffle Hut,"After graduating from Brown University, Hope Danelles finds herself failing miserably trying to make a go of it in New York and ends up moving back to her hometown of Traver. Ohio. After realizing the small town has very little going on, Hope is forced to take a job at the local Waffle Hut.",,2012-01-01,2012,1,en,en,"Comedy,TV Movie",30,1.8168,0.0,0,False,"Colleen Camp,Wendi McLendon-Covey,Lin Shaye,Rae Sunshine Lee,Gregg Lee",William Butler,US,,2012-01-01
84105,Frenemies,Frenemies,"Three pairs of friends relationships go from good to bad and back again. Several couple fall out over girls, boys and work. Can all these couples settle their differences and be friends again?",Geek vs Chic. Beauty vs Beast. Downtown vs Uptown. What happens when three sets of BFF's become enemies?,2012-01-13,2012,1,en,en,"Drama,Family,TV Movie,Comedy",86,3.7096,5.779,438,False,"Bella Thorne,Zendaya,Mary Mouser,Nick Robinson,Stefanie Scott",Daisy von Scherler Mayer,"CA,US",,2012-01-01
38541,The Divide,The Divide,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",The lucky ones died in the blast,2012-01-13,2012,1,en,en,"Horror,Science Fiction,Thriller",122,2.553,5.874,711,False,"Lauren German,Michael Biehn,Milo Ventimiglia,Courtney B. Vance,Ashton Holmes",Xavier Gens,"CA,DE,US",,2012-01-01
613518,Get Them,Get Them,"Montage from Tiantan, Beijing.",,2012-01-31,2012,1,tr,tr,,3,1.9127,4.0,1,False,,Can Evrenol,,,2012-01-01
1550991,The Terrain,The Terrain,"After returning from war, two soldiers are recruited into a covert mission in Los Angeles and must decide how much of themselves they will leave on this new battlefield.",,2012-01-30,2012,1,en,en,"Action,Drama",12,1.8518,0.0,0,False,"Brian Burnett,Todd Cattell,Brian Durkin,Sarena Khan,Marisa Petroro",Brian Durkin,US,,2012-01-01
74387,Goon,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling, is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate, his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.","Meet Doug, the nicest guy you'll ever fight.",2012-01-06,2012,1,en,"fr,en,pt","Comedy,Drama",92,2.1828,6.41,987,False,"Seann William Scott,Marc-André Grondin,Alison Pill,Jay Baruchel,Liev Schreiber",Michael Dowse,"CA,US",Goon Collection,2012-01-01
550551,The Paragraph Man,Punkt.Mannen,"The Paragraph Man is the faltering, stumbling, comic, sad and tragic story of an immigrant youngsters journey towards sociopolitical awareness, a very first attempt to understand his true situation as an immigrant in post-colonial Sweden.",,2012-01-22,2012,1,sv,sv,"Comedy,Drama",23,4.5206,4.0,1,False,"Allan Abdi,Foad Aram,Aryan Batti,Tarik Gumus,Rewend Haco",Foad Aram,SE,,2012-01-01
836759,Alien Reefs,Alien Reefs,"Coral reefs are believed by many to have the highest biodiversity of any ecosystem on the planet. A lot of the life found here can seem very alien at first, they occupy less than 1 percent of the ocean floor but yet are home to more than 25 percent of all marine life. Warm water reefs typically come to mind when thinking of the Pacific Ocean and the Caribbean Sea, these reefs are very well known but they don’t just occur in warm waters.  In this one hour special, we are brought into this alien environment and discover for ourselves a strange, hidden world that is simply abundant with life, ranging from the weird to the wonderful.",,2012-01-01,2012,1,en,en,Documentary,48,1.7538,10.0,1,False,"Kerry Shale,Gregor Truter",Phil Coles,US,,2012-01-01
421017,Logistics,Logistics,"Logistics or Logistics Art Project is an experimental art film. A 51,420 minutes (857 hours or 35 days and 17 hours) road movie in the true sense of the meaning. The work is about Time and Consumption. It brings to the fore what is often forgotten in our digital, ostensibly fast-paced world: the slow, physical freight transportation that underpins our economic reality. It held the title as the longest film ever made until 2025, when The Freedom of Uselessness was released, with a runtime of 100 days.",Video installation tracking the global flow of products,2012-01-01,2012,1,xx,xx,Documentary,999,2.9229,7.6,5,False,,Erika Magnusson,SE,,2012-01-01
94873,Megumi Shino “A Neat Meat Slave”,Tokyo-Hot N0713 篠めぐみ東熱3穴全損発狂。 篠めぐみ,,,2012-01-24,2012,1,ja,ja,,101,2.633,0.0,0,True,Shino Aoi,,JP,,2012-01-01
140443,The Girl,The Girl,A young Texan mother who loses her child to foster care begins smuggling Mexicans across the border.,The journey will change her forever,2012-01-15,2012,1,en,"en,es","Drama,Thriller,Romance",95,3.0684,6.125,28,False,"Abbie Cornish,Will Patton,Giovanna Zacarías,Maritza Santiago Hernandez,Ángeles Cruz",David Riker,"US,MX",,2012-01-01
101018,Faccia d'angelo,Faccia d'angelo,,,2012-01-01,2012,1,it,it,"Crime,Drama",0,1.6946,6.9,62,False,"Elio Germano,Linda Messerklinger,Katia Ricciarelli,Diego Pagotto,Andrea Gherpelli",Andrea Porporati,IT,,2012-01-01
101024,I Love Hong Kong 2012,2012我愛HK喜上加囍,"Kwok Ching is a soon-to-retire television weatherman who really has long aspired to be a news anchor. At home, he's single-handedly brought up three children, but they are fed up with him meddling in their lives. His eldest daughter Mei Mei is a successful lawyer, and married to househusband Yao Ming. Tomboyish second daughter Ching Ching manages a supermarket and is in love with sissy promoter Lok Yi Nga. The youngest son Fu Shing is an otaku enamored with beautiful starlet Vivian and he unwittingly becomes the romantic rival of billionaire Roberto. Meanwhile, struck by the shocking news of the world's impending doom, Kwok Ching is determined that he must reunite his family before it's too late...",,2012-01-20,2012,1,cn,cn,Comedy,100,4.0405,4.9,10,False,"Stanley Fung Shui-Fan,Eric Tsang Chi-Wai,Teresa Mo Shun-Kwan,Denise Ho Wan-Si,Bosco Wong Chung-Chak",Chung Shu-Kai,HK,I Love Hong Kong Collection,2012-01-01
294566,Human Antfarm,Human Antfarm,"This is the sensation that exploded across the country at the biggest horror conventions. Rarely does a movie cause such a stir in such an extreme crowd. Now you can enjoy the movie that caused deafening laughter, throat-shredding screams, and a storm of praise. It's the story of a victim who becomes inhabited by army ants that aggressively defend their host. Bullies beware!",,2012-01-01,2012,1,en,,Horror,0,2.1799,0.0,0,False,,Bill Zebub,,,2012-01-01
326319,Ryujin Mabuyer The Movie: Nanatsu no Mabui,琉神マブヤーTHE MOVIE 七つのマブイ,,,2012-01-07,2012,1,ja,ja,"Action,Science Fiction",96,2.1958,7.5,2,False,"Shintarō Yamada,Issa,Sachiko Fukumoto,Hiroki Kawata,Taeko Yoshida",Tomoki Sano,JP,,2012-01-01
1151155,Orthodox,Orthodox,"Orthodox tells the story of Benjamin, an Orthodox Jewish man who alienated himself from his community by becoming a boxer. When his life took a wrong turn he ended up in prison, losing his wife and children in the process. Now he is out and desperate to reintegrate, he finds that acceptance harder than he ever imagined. He turns back to his old boxing coach thinking there he has an ally, but a truth about the past emerges which leaves him even more isolated than he once thought. Benjamin must make a choice which will effect not just his own future but the life of a young Jewish boy whose life he can relate to. He is determined not to allow history to repeat itself.",,2012-01-10,2012,1,en,,,30,2.5705,0.0,0,False,"Stephen Graham,Michael Smiley,Robert Goodman,Christopher Fairbank,Giacomo Mancini",David Leon,,,2012-01-01
397494,Fisura,Fisura,"Mariana Ramírez, an agent investigating political crimes, is kidnapped and discovers through her captors that truth, in the world that she has helped build, at times may not be so simple.",,2012-01-02,2012,1,es,es,"Drama,Crime",15,3.0136,0.0,0,False,"Cecilia Argüelles,Robert García Cooper,Rodolfo Rodríguez,Jerry Segarra,Leonardo Castro Sitiriche",Federico Torres Fernández,PR,,2012-01-01
123065,Be Good,Be Good,"Paul - a workaholic independent filmmaker - takes charge of his sleepless baby, Pearl, when his wife, Mary, returns to work. He is slowly driven crazy by his inability to work and becomes the jerk he thought he'd never be.",,2012-01-01,2012,1,en,en,Drama,95,1.7243,0.0,0,False,"Thomas J. Madden,Amy Seimetz,Joe Swanberg,Paul Gordon",Todd Looby,,,2012-01-01
106685,Paris by Night,Une nuit,"Police commander Simon Weiss, head of the division that supervises Paris’s demi-monde, starts out on his nightly tour of bars, discos and strip clubs, making sure once again that the owners don’t bend the rules too far. Weiss knows he’s between a rock and hard place: it’s obvious that criminal gangs run rampant in his special domain, and even more obvious that they’re protected by higher-ups in the department.",,2012-01-04,2012,1,fr,fr,"Crime,Drama",100,3.4905,6.067,67,False,"Roschdy Zem,Samuel Le Bihan,Grégory Fitoussi,Jean-Pierre Martins,Jean-Paul Muel",Philippe Lefebvre,FR,,2012-01-01
